순번/순위	구분	상품명	ItemId	ISBN13	부가기호	저자/아티스트	출판사/제작사	출간일	정가	판매가	마일리지	세일즈포인트	대표분류(대분류명)
1	국내도서	클래식 뮤지컬 차이콥스키의 발레곡 호두까기 인형 사운드북	255076408	8.81E+12	1	피오나 와트 지음, 올가 데미도바 그림	어스본코리아	20201105	19,800	15,840	590점	69667	유아
2	국내도서	언젠가 우리가 같은 별을 바라본다면	285132160	9.79E+12	43810	차인표 지음, 제딧 그림	해결책	20211215	12,000	10,800	600점	135473	청소년
3	국내도서	트렌드 코리아 2025	346341455	9.79E+12	13320	김난도 외 지음	미래의창	20240925	20,000	18,000	1,000점	216790	경제경영
4	국내도서	이중 하나는 거짓말	344747677	9.79E+12	3810	김애란 지음	문학동네	20240827	16,000	14,400	800점	133175	소설/시/희곡
5	국내도서	우리 아기 오감발달 동물농장 사운드북	142232791	8.81E+12	1	샘 태플린 지음, 페데리카 아이오사 그림	어스본코리아	20180411	19,800	15,840	590점	55562	유아
6	국내도서	우리 아기 오감발달 시끌벅적 정글 사운드북	105141243	8.81E+12	1	샘 태플린 지음, 페데리카 아이오사 그림	어스본코리아	20170308	19,800	15,840	590점	46848	유아
7	국내도서	영원한 천국	344998179	9.79E+12	3810	정유정 지음	은행나무	20240828	19,800	17,820	990점	88110	소설/시/희곡
8	국내도서	고전이 답했다 마땅히 살아야 할 삶에 대하여	345266070	9.79E+12	3320	고명환 지음	라곰	20240826	16,800	15,120	840점	77205	자기계발
9	국내도서	흔한남매 17	346189024	9.79E+12	77810	흔한남매 지음, 유난희 그림, 백난도 글, 흔한컴퍼니 감수	미래엔아이세움	20240911	15,800	14,220	790점	50230	어린이
10	국내도서	즐거운 어른	345604350	9.79E+12	3810	이옥선 지음	이야기장수	20240826	16,800	15,120	840점	47205	에세이
11	국내도서	더 좋은 문장을 쓰고 싶은 당신을 위한 필사책	343903162	9.79E+12	3800	이주윤 지음	빅피시	20240807	22,000	19,800	1,100점	84693	인문학
12	국내도서	키득키득 사운드북 : 동물 오케스트라	234017729	8.81E+12	1	샘 태플린 지음, 가레스 루카스 그림, 앤서니 마크스 음악	어스본코리아	20200225	15,800	12,640	470점	31089	유아
13	국내도서	찬란한 멸종	344338610	9.79E+12	3400	이정모 지음	다산북스	20240807	21,000	18,900	1,050점	58285	과학
14	국내도서	불안 세대	343729075	9.79E+12	3180	조너선 하이트 지음, 이충호 옮김	웅진지식하우스	20240731	24,800	22,320	1,240점	73629	인문학
15	국내도서	ETS 토익 정기시험 기출문제집 1000 Vol. 4 Reading (리딩)	330109498	9.79E+12	14740	ETS 엮음	(주)YBM(와이비엠)	20231218	19,800	17,820	990점	184971	외국어
16	국내도서	빛이 이끄는 곳으로	344497704	9.79E+12	3810	백희성 지음	북로망스	20240821	18,800	16,920	940점	36915	소설/시/희곡
17	국내도서	ETS 토익 정기시험 기출문제집 1000 Vol. 4 Listening (리스닝)	330109271	9.79E+12	14740	ETS 엮음	(주)YBM(와이비엠)	20231218	19,800	17,820	990점	171472	외국어
18	국내도서	우리 아기 오감발달 동물 오케스트라의 모차르트 사운드북	288773331	8.81E+12	1	샘 태플린 지음, 애그 자트코우스카 그림, 송지혜 옮김	어스본코리아	20220211	19,800	15,840	590점	19529	유아
19	국내도서	너에게 들려주는 단단한 말	342334735	9.79E+12	43190	김종원 지음	퍼스트펭귄	20240710	18,000	16,200	900점	99016	청소년
20	국내도서	만화로 보는 3분 철학 1 : 서양 고대 철학편	274349624	9.79E+12	3160	김재훈.서정욱 지음	카시오페아	20210702	16,000	14,400	800점	72901	인문학
21	국내도서	시대예보: 호명사회	346461236	9.79E+12	3320	송길영 지음	교보문고(단행본)	20240926	22,000	19,800	1,100점	80265	경제경영
22	국내도서	주술회전 27 트리플 특장판	345848982	9.79E+12	47830	아쿠타미 게게 지음, 이정운 옮김	서울미디어코믹스(서울문화사)	20240829	6,000	5,400	300점	53880	만화
23	국내도서	룩 백	290886787	9.79E+12		후지모토 타츠키 지음	학산문화사(만화)	20220322	6,000	5,400	300점	53492	만화
24	국내도서	저속노화 식사법	343316437	9.79E+12	3510	정희원 지음	테이스트북스	20240726	19,000	17,100	950점	60224	건강/취미
25	국내도서	2024 큰별쌤 최태성의 별★별한국사 한국사능력검정시험 심화(1, 2, 3급) 상	329745037	9.79E+12	13910	최태성 지음	이투스북	20231201	16,000	14,400	800점	111434	수험서/자격증
26	국내도서	2024 큰별쌤 최태성의 별★별한국사 한국사능력검정시험 심화(1, 2, 3급) 하	329745341	9.79E+12	13910	최태성 지음	이투스북	20231201	15,500	13,950	770점	99347	수험서/자격증
27	국내도서	푸른 들판을 걷다	344996894	9.79E+12	3840	클레어 키건 지음, 허진 옮김	다산책방	20240821	16,800	15,120	840점	44045	소설/시/희곡
28	국내도서	나는 세계와 맞지 않지만	346258013	9.79E+12	3810	진은영 지음	마음산책	20240915	16,800	15,120	840점	30330	에세이
29	국내도서	하루 한 장 나의 어휘력을 위한 필사 노트	336489042	9.79E+12	3800	유선경 지음	위즈덤하우스	20240328	23,800	21,420	1,190점	96104	인문학
30	국내도서	클래식 뮤지컬 비발디의 협주곡 사계 사운드북	311817907	8.81E+12	1	피오나 와트 지음, 줄리엣 오베른도르퍼 그림	어스본코리아	20230302	19,000	15,200	570점	14709	유아
31	국내도서	돈 공부를 시작하고 인생의 불안이 사라졌다	346106879	9.79E+12	3320	할미언니 지음	필름(Feelm)	20240904	18,500	16,650	920점	22655	경제경영
32	국내도서	모순	25843736	9.79E+12	3810	양귀자 지음	쓰다	20130401	13,000	11,700	650점	158683	소설/시/희곡
33	국내도서	은하수 잡화점 : 상	348050683	9.79E+12	77810	루체 그림, 김수경 글, 잠뜰TV 원작	서울문화사	20240930	13,000	11,700	650점	20355	어린이
34	국내도서	부모의 어휘력	341121261	9.79E+12	3590	김종원 지음	카시오페아	20240617	19,000	17,100	950점	62147	좋은부모
35	국내도서	사피엔스 : 그래픽 히스토리 Vol.1	256860565	9.79E+12	7900	다니엘 카사나브 그림, 김명주 옮김, 유발 하라리 원작, 다비드 반데르묄렝 각색	김영사	20201123	17,800	16,020	890점	56272	인문학
36	국내도서	철학의 쓸모	344694725	9.79E+12	3100	로랑스 드빌레르 지음, 박효은 옮김	FIKA(피카)	20240820	18,800	16,920	940점	45355	인문학
37	국내도서	당신이 누군가를 죽였다	342922559	9.79E+12	3830	히가시노 게이고 지음, 최고은 옮김	북다	20240723	19,800	17,820	990점	70760	소설/시/희곡
38	국내도서	우리 아기 오감발달 시원한 바닷가 사운드북	271419171	8.81E+12	1	샘 태플린 지음, 페데리카 아이오사 그림	어스본코리아	20210514	19,800	15,840	590점	17893	유아
39	국내도서	우연은 비켜 가지 않는다	346254386	9.79E+12	3840	줄리언 반스 지음, 정영목 옮김	다산책방	20240902	17,500	15,750	870점	25270	소설/시/희곡
40	국내도서	일생에 한번은 헌법을 읽어라	343611289	9.79E+12	3360	이효원 지음	현대지성	20240805	18,500	16,650	920점	27751	인문학
41	국내도서	흑무경담 1	345982331	9.79E+12	7830	토가와 요난 지음, 김지혜 옮김	㈜소미미디어	20240913	6,000	5,400	300점	15510	만화
42	국내도서	생각의 연금술	346929620	9.79E+12	3320	제임스 알렌 지음, 하와이 대저택 엮음, 송은선.함희영 옮김	포레스트북스	20240925	19,800	17,820	990점	44930	자기계발
43	국내도서	언제나 다정 죽집	345761075	9.79E+12	74800	우신영 지음, 서영 그림	비룡소	20240828	15,000	13,500	750점	21350	어린이
44	국내도서	프랭클린 익스프레스	345747413	9.79E+12	3100	에릭 와이너 지음, 김하현 옮김	어크로스	20240902	22,000	19,800	1,100점	19585	인문학
45	국내도서	해커스 토익 기출 VOCA (보카)	176021392	9.79E+12	13740	David Cho 지음	해커스어학연구소(Hackers)	20240819	12,900	11,610	640점	219147	외국어
46	국내도서	2025 써니 행정법총론 기출문제집 - 전2권	346127838	9.79E+12	14360	박준철 지음	지금(도서출판)	20240920	44,000	39,600	2,200점	20925	수험서/자격증
47	국내도서	돈의 심리학 (30만 부 기념 스페셜 에디션)	328520781	9.79E+12	3320	모건 하우절 지음, 이지연 옮김	인플루엔셜(주)	20210113	19,800	17,820	990점	119581	경제경영
48	국내도서	대온실 수리 보고서	347122460	9.79E+12	3810	김금희 지음	창비	20241004	18,000	16,200	900점	60600	소설/시/희곡
49	국내도서	흔한남매 과학 탐험대 11 : 여러 가지 힘	345538999	9.79E+12	77400	김덕영 그림, 김언정 외 글, 흔한컴퍼니 감수, 정현철 외 기획, 흔한남매 원작	주니어김영사	20240830	14,800	13,320	740점	24800	어린이
50	국내도서	불변의 법칙	334061481	9.79E+12	3320	모건 하우절 지음, 이수경 옮김	서삼독	20240228	25,000	22,500	1,250점	114259	경제경영
51	국내도서	고요한 읽기	345550201	9.79E+12	3810	이승우 지음	문학동네	20240828	17,000	15,300	850점	26280	에세이
52	국내도서	에일리언 스테이지 아트북 (특별판)	347729960	9.79E+12	4650	팀 포맷나인 지음	다산코믹스	20240920	54,000	48,600	2,700점	57700	예술/대중문화
53	국내도서	허송세월	340531663	9.79E+12	4040	김훈 지음	나남출판	20240620	18,000	16,200	900점	83639	에세이
54	국내도서	사카모토 데이즈 17 (특별판)	347739779	9.79E+12	4830	스즈키 유우토 지음	대원씨아이(만화)	20240930	43,000	38,700	2,150점	9240	만화
55	국내도서	고양이 해결사 깜냥 7	348155691	9.79E+12	73810	홍민정 지음, 김재희 그림	창비	20240927	14,000	12,600	700점	40985	어린이
56	국내도서	내 인생 최악의 일주일 1 : 월요일	345346117	9.79E+12	74800	이바 아모리스.맷 코스그로브 지음, 김영진 옮김	비룡소	20240821	14,000	12,600	700점	19720	어린이
57	국내도서	면도날	4213854	9.79E+12	4800	서머싯 몸 지음, 안진환 옮김	민음사	20090630	13,000	11,700	650점	35842	소설/시/희곡
58	국내도서	리틀 라이프 1	85887573	9.79E+12	4840	한야 야나기하라 지음, 권진아 옮김	시공사	20160616	14,800	13,320	740점	76547	소설/시/희곡
59	국내도서	2024 큰별쌤 최태성의 별★별한국사 기출 500제 한국사능력검정시험 심화 (1, 2, 3급)	332133818	9.79E+12	13910	최태성 지음	이투스북	20240117	19,500	17,550	970점	59768	수험서/자격증
60	국내도서	죽이고 싶은 아이 2	341793447	9.79E+12	44810	이꽃님 지음	우리학교	20240701	14,000	12,600	700점	64767	청소년
61	국내도서	흔한남매 세계사 탐험대 1	345540043	9.79E+12	77900	진서 지음, 팀키즈 그림, 곽민수 감수, 전국역사교사모임 세계사 분과 기획, 흔한남매 원작	주니어김영사	20240829	14,800	13,320	740점	13255	어린이
62	국내도서	행복의 기원	339904279	9.79E+12	3180	서은국 지음	21세기북스	20240522	22,000	19,800	1,100점	28134	인문학
63	국내도서	지금 사랑한다고 말하세요	344834679	9.79E+12	3320	김창옥 지음	수오서재	20240902	18,000	16,200	900점	28760	자기계발
64	국내도서	블루 아카이브 코믹 앤솔로지 VOL.4	346449797	9.79E+12	7830	NEXON GAMES 지음, 김덕진 옮김	디앤씨미디어(주)(D&C미디어)	20240910	9,000	8,100	450점	10405	만화
65	국내도서	데뷔 못 하면 죽는 병 걸림 3부 초판 한정 굿즈박스 세트 - 전4권	345533533	9.79E+12	4810	백덕수 지음	위시북스(KW북스)	20241208	120,000	108,000	6,000점	17900	소설/시/희곡
66	국내도서	내 몸 혁명	330775750	9.79E+12	3510	박용우 지음	루미너스	20240110	19,500	17,550	970점	58308	건강/취미
67	국내도서	부자의 언어 (양장 리커버 골드씨드 에디션)	314589257	9.79E+12	3320	존 소포릭 지음, 이한이 옮김	윌북	20230501	19,800	17,820	990점	28442	경제경영
68	국내도서	좋은 리더를 넘어 위대한 리더로	345619360	9.79E+12	3320	짐 콜린스.빌 레지어 지음, 이경식 옮김	흐름출판	20240905	26,000	23,400	1,300점	17090	경제경영
69	국내도서	화이트홀	345263809	9.79E+12	3400	카를로 로벨리 지음, 김정훈 옮김, 이중원 감수	쌤앤파커스	20240901	18,000	16,200	900점	15595	과학
70	국내도서	최애의 아이 14 (소설합본판)	347739195	9.79E+12	4830	아카사카 아카 지음, 요코야리 멘고 그림	대원씨아이(만화)	20240930	14,000	12,600	700점	9155	만화
71	국내도서	파친코 1	294963999	9.79E+12	4840	이민진 지음, 신승미 옮김	인플루엔셜(주)	20220727	15,800	14,220	790점	52765	소설/시/희곡
72	국내도서	화가가 사랑한 밤	345727208	9.79E+12	3600	정우철 지음	오후의서재	20240915	22,000	19,800	1,100점	11490	예술/대중문화
73	국내도서	리틀 라이프 2	85887803	9.79E+12	4840	한야 야나기하라 지음, 권진아 옮김	시공사	20160616	14,800	13,320	740점	60660	소설/시/희곡
74	국내도서	만화로 보는 3분 철학 2 : 서양 중세·근대 철학편	282099174	9.79E+12	3160	김재훈.서정욱 지음	카시오페아	20211027	16,800	15,120	840점	32489	인문학
75	국내도서	EBS 다큐프라임 자본주의	31642609	9.79E+12	3320	EBS 자본주의 제작팀 지음	가나출판사	20130927	22,000	19,800	1,100점	95291	경제경영
76	국내도서	빨모쌤의 라이브 영어회화 (특별 부록 한정판)	337994954	9.79E+12	13740	빨간모자쌤 신용하 지음	웅진지식하우스	20240415	22,000	19,800	1,100점	84776	외국어
77	국내도서	파친코 2	294964187	9.79E+12	4840	이민진 지음, 신승미 옮김	인플루엔셜(주)	20220825	15,800	14,220	790점	50800	소설/시/희곡
78	국내도서	정확한 사랑의 실험 (10주년 기념 특별판, 양장)	344689252	9.79E+12	3810	신형철 지음	마음산책	20240815	17,000	15,300	850점	15955	에세이
79	국내도서	던전밥 월드 가이드 모험자 바이블 완전판	345854194	9.79E+12	7830	쿠이 료코 지음, 김민재 옮김	㈜소미미디어	20240904	20,000	18,000	1,000점	16610	만화
80	국내도서	파친코 (합본 한정판)	330473964	9.79E+12	3840	이민진 지음, 신승미 옮김	인플루엔셜(주)	20231220	27,000	24,300	1,350점	16581	소설/시/희곡
81	국내도서	백설공주에게 죽음을 (특별판)	339766541	9.79E+12	3850	넬레 노이하우스 지음, 김진아 옮김	북로드	20240524	17,800	16,020	890점	16980	소설/시/희곡
82	국내도서	청과 부동명왕	344259278	9.79E+12	4830	미야베 미유키 지음, 김소연 옮김	북스피어	20240906	18,800	16,920	940점	19675	소설/시/희곡
83	국내도서	JLPT 일본어능력시험 한권으로 끝내기 N3	280870672	9.79E+12	14730	이치우. 기타지마 치즈코 지음	다락원	20211011	27,000	24,300	1,350점	43227	외국어
84	국내도서	푸른 사자 와니니 7	345024463	9.79E+12	73810	이현 지음, 오윤화 그림	창비	20240816	12,000	10,800	600점	21130	어린이
85	국내도서	일본어 무작정 따라하기 완전판	298773222	9.79E+12	3730	후지이 아사리 지음	길벗이지톡	20220805	26,000	23,400	1,300점	74469	외국어
86	국내도서	설민석의 한국사 대모험 30	345364868	9.79E+12	74910	설민석.스토리박스 지음, 정현희 그림, 강석화 감수	단꿈아이	20240826	13,000	11,700	650점	17915	어린이
87	국내도서	지도로 보아야 보인다	343364894	9.79E+12	3300	에밀리 오브리 외 지음, 이수진 옮김	사이	20240730	29,800	26,820	1,490점	24064	사회과학
88	국내도서	나를 찾는 수업	299520142	9.79E+12	3190	장더펀 지음, 양성희 옮김	라이온북스	20220830	4,400	3,960	220점	13310	자기계발
89	국내도서	우리 아기 오감발달 부릉부릉 탈것 사운드북	298230343	8.81E+12	1	샘 태플린 지음, 페데리카 아이오사 그림	어스본코리아	20220719	19,000	15,200	570점	8110	유아
90	국내도서	만화로 보는 3분 철학 3 : 서양 현대 철학편	293984716	9.79E+12	3160	김재훈.서정욱 지음	카시오페아	20220509	16,800	15,120	840점	30650	인문학
91	국내도서	사피엔스	314240466	9.79E+12	3900	유발 하라리 지음, 조현욱 옮김, 이태수 감수	김영사	20230401	26,800	24,120	1,340점	140819	인문학
92	국내도서	영어로 문장 만들기 훈련 1차 임계점	342920949	9.79E+12	14740	유은하 지음	사람in	20240715	22,000	19,800	1,100점	29607	외국어
93	국내도서	가연물	345451457	9.79E+12	3830	요네자와 호노부 지음, 김선영 옮김	리드비	20240828	16,700	15,030	830점	13055	소설/시/희곡
94	국내도서	열혈강호 91	345846667	9.79E+12	7810	전극진 지음, 양재현 그림	대원씨아이(만화)	20240829	5,500	4,950	270점	17350	만화
95	국내도서	ETS 토익 단기 공략 750+ (LC + RC)	249196467	9.79E+12	13740	ETS 지음	(주)YBM(와이비엠)	20200820	18,000	16,200	900점	65850	외국어
96	국내도서	데일리 대드	345791202	9.79E+12	3590	라이언 홀리데이 지음, 이현주 옮김	청림Life	20240913	19,000	17,100	950점	13420	좋은부모
97	국내도서	감정을 안아 주는 말	346254576	9.79E+12	73190	이현아 지음, 한연진 그림	한빛에듀	20240905	16,800	15,120	840점	16340	어린이
98	국내도서	2025 유휘운 행정법총론 요약노트 + 기출문제 (요플)	345957776	9.79E+12	13360	유휘운 지음	메가스터디교육(공무원)	20240910	21,000	18,900	210점	17405	수험서/자격증
99	국내도서	2025 써니 행정법총론 핵심집약 (기출지문 암기 App 이용쿠폰 제공)	343373271	9.79E+12	14360	박준철 지음	지금(도서출판)	20240729	30,000	27,000	1,500점	18704	수험서/자격증
100	국내도서	반딧불이의 혼례 3	345740722	9.79E+12	47830	타치바나 오레코 지음, 유유리 옮김	서울미디어코믹스(서울문화사)	20240826	8,500	7,650	420점	17360	만화
101	국내도서	김재우의 구동사 100	345262281	9.79E+12	3740	김재우 지음	상상스퀘어	20240826	25,000	22,500	1,250점	24695	외국어
102	국내도서	두 사람의 인터내셔널	338990710	9.79E+12	3810	김기태 지음	문학동네	20240515	16,800	15,120	840점	55946	소설/시/희곡
103	국내도서	나는 메트로폴리탄 미술관의 경비원입니다	328923887	9.79E+12	3840	패트릭 브링리 지음, 김희정.조현주 옮김	웅진지식하우스	20231124	17,500	15,750	870점	133364	에세이
104	국내도서	아주 작은 대화의 기술	339537774	9.79E+12	3320	레일 라운즈 지음, 정지현 옮김	현대지성	20240524	19,900	17,910	990점	26596	자기계발
105	국내도서	최애의 아이 14	347739391	9.79E+12	7830	아카사카 아카 지음, 요코야리 멘고 그림	대원씨아이(만화)	20240930	6,000	5,400	300점	16350	만화
106	국내도서	코스모스	870950	9.79E+12	3400	칼 세이건 지음, 홍승수 옮김	사이언스북스	20061220	19,900	17,910	990점	136408	과학
107	국내도서	바니타스의 수기 11 (특장판)	346455277	9.79E+12	4830	모치즈키 준 지음	대원씨아이(만화)	20240909	16,000	14,400	800점	5685	만화
108	국내도서	재앙의 지리학	345927122	9.79E+12	3300	로리 파슨스 지음, 추선영 옮김	오월의봄	20240902	19,800	17,820	990점	11330	사회과학
109	국내도서	빛과 멜로디	345924386	9.79E+12	3810	조해진 지음	문학동네	20240830	16,500	14,850	820점	16370	소설/시/희곡
110	국내도서	THE MONEY BOOK 더 머니북	340097859	9.79E+12	3320	토스 지음	비바리퍼블리카	20240527	22,000	19,800	1,100점	71957	경제경영
111	국내도서	국어 잘하는 아이가 이깁니다	336004621	9.79E+12	13590	나민애 지음	김영사	20240315	17,500	15,750	870점	52816	좋은부모
112	국내도서	데미안 (오리지널 초판본 표지디자인)	98710881	9.79E+12	4850	헤르만 헤세 지음, 이미영 옮김, 김선형	코너스톤	20170101	3,300	2,970	160점	89191	소설/시/희곡
113	국내도서	대한경제부흥회	344744443	9.79E+12	3320	이광수 외 지음	지와인	20240905	19,000	17,100	950점	10820	경제경영
114	국내도서	초역 부처의 말	339737027	9.79E+12	3100	코이케 류노스케 지음, 박재현 옮김	포레스트북스	20240530	17,800	16,020	890점	52272	인문학
115	국내도서	이처럼 사소한 것들	329386807	9.79E+12	3840	클레어 키건 지음, 홍한별 옮김	다산책방	20231127	13,800	12,420	690점	140227	소설/시/희곡
116	국내도서	생生 존zone 십ship : 협력개인의 출현	345773945	9.79E+12	3320	구정우 지음	쌤앤파커스	20240910	18,000	16,200	900점	7415	경제경영
117	국내도서	다시, 역사의 쓸모	343238031	9.79E+12	3900	최태성 지음	프런트페이지	20240729	18,000	16,200	900점	29349	역사
118	국내도서	마흔에 읽는 쇼펜하우어 (리커버, 200쇄 기념 확장판)	341964832	9.79E+12	3160	강용수 지음	유노북스	20230907	17,000	15,300	850점	161746	인문학
119	국내도서	2025 선재국어 신유형 매일 국어 시즌 1	345795998	9.79E+12	13700	이선재 지음	수비니겨	20240826	17,000	15,300	170점	13525	수험서/자격증
120	국내도서	총 균 쇠	316294397	9.79E+12	3900	제레드 다이아몬드 지음, 강주헌 옮김	김영사	20230510	29,800	26,820	1,490점	60272	인문학
121	국내도서	내 언어의 한계는 내 세계의 한계이다	339964395	9.79E+12	3160	김종원 지음	마인드셋	20240529	18,800	16,920	940점	37265	인문학
122	국내도서	홀리	345347280	9.79E+12	4840	스티븐 킹 지음, 이은선 옮김	황금가지	20240816	21,000	18,900	1,050점	7870	소설/시/희곡
123	국내도서	왜 당신은 다른 사람을 위해 살고 있는가	336269969	9.79E+12		고윤(페이서스 코리아) 지음	딥앤와이드(Deep&WIde)	20240315	14,000	12,600	700점	27220	인문학
124	국내도서	인생의 의미	346112792	9.79E+12	3190	토마스 힐란드 에릭센 지음, 이영래 옮김	더퀘스트	20240904	18,800	16,920	940점	57790	인문학
125	국내도서	시한부	332493692	9.79E+12	3810	백은별 지음	바른북스	20240123	16,800	15,120	840점	42546	청소년
126	국내도서	원펀맨 One Punch Man 30	344817051	9.79E+12	7830	ONE 지음, 무라타 유스케 그림	대원씨아이(만화)	20240816	5,500	4,950	270점	21245	만화
127	국내도서	디자인 구구단	343608885	9.79E+12	3000	에이핫 지음	길벗	20240805	20,000	18,000	1,000점	20664	컴퓨터/모바일
128	국내도서	세이노의 가르침 (화이트 에디션)	309295168	9.79E+12	3190	세이노(SayNo) 지음	데이원	20230302	7,200	6,480	360점	319373	자기계발
129	국내도서	태도에 관하여 (20만 부 기념 완결판)	348004692	9.79E+12	3810	임경선 지음	토스트	20240924	18,000	16,200	900점	24425	에세이
130	국내도서	해커스 보카 (Hackers Vocabulary)	61117382	9.79E+12	18740	David Cho 지음	해커스어학연구소(Hackers)	20230710	16,900	15,210	840점	97511	외국어
131	국내도서	who? special 임영웅	346449765	9.79E+12	14990	이혜원 지음, 이대종 그림	다산어린이	20240910	15,000	13,500	750점	5650	어린이
132	국내도서	돈의 속성 (300쇄 리커버 에디션, 양장)	288845971	9.79E+12	3320	김승호 지음	스노우폭스북스	20200615	17,800	16,020	890점	115452	경제경영
133	국내도서	달리기를 말할 때 내가 하고 싶은 이야기	3020589	9.79E+12	3830	무라카미 하루키 지음, 임홍빈 옮김	문학사상	20090105	14,500	13,050	720점	65764	에세이
134	국내도서	죽음의 수용소에서	242120194	9.79E+12	3180	빅터 프랭클 지음, 이시형 옮김	청아출판사	20200530	9,800	8,820	490점	65267	인문학
135	국내도서	헬로 뷰티풀	344998600	9.79E+12	3840	앤 나폴리타노 지음, 허진 옮김	복복서가	20240827	18,500	16,650	920점	20570	소설/시/희곡
136	국내도서	ETS 토익기출 파트별 VOCA 보카	307463655	9.79E+12	13740	ETS 지음	(주)YBM(와이비엠)	20221223	13,000	11,700	650점	62336	외국어
137	국내도서	지구별 인간	301456141	9.79E+12	3830	무라타 사야카 지음, 최고은 옮김	비채	20220915	14,800	13,320	740점	13179	소설/시/희곡
138	국내도서	소설 보다 : 가을 2024	346295197	9.79E+12	3810	권희진 외 지음	문학과지성사	20240909	5,500	4,950	270점	10230	소설/시/희곡
139	국내도서	2025 이동기 영어 실전 문법 300제 + 요약 노트 세트 - 전2권	346113622	9.79E+12	13740	이동기 지음	에스티유니타스	20240911	22,000	19,800	220점	15235	수험서/자격증
140	국내도서	침묵을 배우는 시간	342967598	9.79E+12	3320	코르넬리아 토프 지음, 장혜경 옮김	서교책방	20240724	18,500	16,650	920점	32471	자기계발
141	국내도서	해커스 토익 RC Reading(리딩) 기본서	306403048	9.79E+12	13740	David Cho 지음	해커스어학연구소(Hackers)	20230724	18,800	16,920	940점	64916	외국어
142	국내도서	술꾼들의 모국어	346725846	9.79E+12	3810	권여선 지음	한겨레출판	20240915	16,800	15,120	840점	11505	에세이
143	국내도서	픽션의 가장자리	346188486	9.79E+12	3800	자크 랑시에르 지음, 최의연 옮김	오월의봄	20240909	22,000	19,800	1,100점	9070	인문학
144	국내도서	한국인의 기원	346286940	9.79E+12	3900	박정재 지음	바다출판사	20240906	24,800	22,320	1,240점	11005	역사
145	국내도서	엄마가 대학에 입학했다	346162358	9.79E+12	3810	작가1 지음	위즈덤하우스	20240904	18,000	16,200	900점	4695	에세이
146	국내도서	해독 혁명	342067731	9.79E+12	3510	닥터 라이블리(최지영) 지음	웅진지식하우스	20240630	18,500	16,650	920점	35609	건강/취미
147	국내도서	구의 증명	315614621	9.79E+12	3810	최진영 지음	은행나무	20230426	12,000	10,800	600점	71541	소설/시/희곡
148	국내도서	어떻게 헤어질 결심을	345726785	9.79E+12	93660	박찬욱 지음	을유문화사	20240825	38,000	34,200	1,900점	9130	예술/대중문화
149	국내도서	우리 아기 오감발달 동물 오케스트라의 바흐 사운드북	315232035	8.81E+12	1	샘 태플린 지음, 애그 자트코우스카 그림, 송지혜 옮김	어스본코리아	20230419	19,000	15,200	570점	6450	유아
150	국내도서	나는 왜 남들보다 쉽게 지칠까	342146026	9.79E+12	3180	최재훈 지음	서스테인	20240710	17,800	16,020	890점	62330	인문학
151	국내도서	이기적 유전자	170482558	9.79E+12	3470	리처드 도킨스 지음, 홍영남.이상임 옮김	을유문화사	20181020	20,000	18,000	1,000점	101623	과학
152	국내도서	블루 아카이브 오피셜 아트웍스 2	344472686	9.79E+12		신민섭 옮김, NEXON GAMES 감수	학산문화사(만화)	20240905	43,000	38,700	2,150점	14873	만화
153	국내도서	2024 해커스 GSAT 삼성직무적성검사 통합 기본서 최신기출유형 + 실전모의고사	330456709	9.79E+12	13320	해커스 GSAT 취업교육연구소 지음	해커스잡	20240102	24,000	21,600	1,200점	21481	수험서/자격증
154	국내도서	물고기는 존재하지 않는다	284657330	9.79E+12	3400	룰루 밀러 지음, 정지인 옮김	곰출판	20211217	17,000	15,300	850점	114100	과학
155	국내도서	몽글몽글 편의점	346132833	9.79E+12	77810	김영진 지음	책읽는곰	20240909	15,000	13,500	750점	8395	유아
156	국내도서	그의 운명에 대한 아주 개인적인 생각	341211658	9.79E+12	3300	유시민 지음	생각의길	20240619	16,800	15,120	840점	133509	사회과학
157	국내도서	안녕, 에리	323272361	9.79E+12		후지모토 타츠키 지음	학산문화사(만화)	20230824	6,000	5,400	300점	21079	만화
158	국내도서	2025 써니 행정법총론 (기출지문 암기 App 이용쿠폰 제공) - 전2권	342510347	9.79E+12	14360	박준철 지음	지금(도서출판)	20240715	42,000	37,800	2,100점	23564	수험서/자격증
159	국내도서	음악소설집 音樂小說集	341306474	9.79E+12	3810	김애란 외 지음	프란츠	20240613	18,000	16,200	900점	39381	소설/시/희곡
160	국내도서	데미안	260084	9.79E+12	4850	헤르만 헤세 지음, 전영애 옮김	민음사	20001220	8,000	7,200	400점	101042	소설/시/희곡
161	국내도서	우리 아기 오감발달 동물원 사운드북	189986642	8.81E+12	1	샘 태플린 지음, 페데리카 아이오사 그림	어스본코리아	20190426	19,000	15,200	570점	9677	유아
162	국내도서	정재승의 인간 탐구 보고서 15 : 소용돌이치는 사춘기의 뇌 (특대호)	344747560	9.79E+12	74400	정재승 기획, 정재은 글, 김현민 그림, 이고은 자문	아울북	20240828	15,800	14,220	790점	15790	어린이
163	국내도서	에그박사 13	344259601	9.79E+12	77490	홍종현 그림, 박송이 글, 이승현 감수, 에그박사 원작	미래엔아이세움	20240808	15,800	14,220	790점	19375	어린이
164	국내도서	죽이고 싶은 아이	272118388	9.79E+12	43810	이꽃님 지음	우리학교	20210607	12,500	11,250	620점	57808	청소년
