순번/순위	구분	상품명	ItemId	ISBN13	부가기호	저자/아티스트	출판사/제작사	출간일	정가	판매가	마일리지	세일즈포인트	대표분류(대분류명)
489	국내도서	버서스 3	346658786	9.79E+12	7650	Kyoutarou Azuma 지음, ONE 원작, bose 구성	학산문화사(만화)	20240910	6,000	5,400	300점	2730	만화
490	국내도서	돈이 되는 부동산 임장 시크릿	346253891	9.79E+12	3320	재테크르르(이준우) 지음	알에이치코리아(RHK)	20240920	22,000	19,800	1,100점	3600	경제경영
491	국내도서	반딧불이의 혼례 2	341957281	9.79E+12		타치바나 오레코 지음, 유유리 옮김	서울미디어코믹스(서울문화사)	20240625	8,500	7,650	420점	18542	만화
492	국내도서	큰별쌤 최태성의 별별한국사 7일의 기적 한국사능력검정시험 심화(1, 2, 3급)	337406511	9.79E+12	13910	최태성 지음	이투스북	20240403	16,500	14,850	820점	13533	수험서/자격증
493	국내도서	AI 시대와 언어	332330662	9.79E+12	3500	윤규철 지음	BOOK귤	20240301	19,000	19,000	0점	3459	대학교재/전문서적
494	국내도서	샤워젤과 소다수	326306336	9.79E+12	3810	고선경 지음	문학동네	20231019	12,000	10,800	600점	20122	소설/시/희곡
495	국내도서	브람스를 좋아하세요...	2156605	9.79E+12	4800	프랑수아즈 사강 지음, 김남주 옮김	민음사	20080502	8,500	7,650	420점	38836	소설/시/희곡
496	국내도서	[북토크] &lt;즐거운 어른&gt; x &lt;여자 둘이 살고 있습니다&gt; 이옥선·김하나·황선우 북토크	348153820		1	이옥선 외 지음	이야기장수	20241008	5,000	5,000	0점	1700	에세이
497	국내도서	읽으면서 바로 써먹는 어린이 스도쿠 : 학교 괴담	346888950	9.79E+12	73410	한날 지음	파란정원	20240920	13,000	11,700	650점	10250	어린이
498	국내도서	고깔모자의 아틀리에 13	346659068	9.79E+12	7650	시라하마 카모메 지음	학산문화사(만화)	20240910	6,000	5,400	300점	2910	만화
499	국내도서	극주부도 13	346347474	9.79E+12	7650	오노 코스케 지음	학산문화사(만화)	20240906	6,000	5,400	300점	2820	만화
500	국내도서	사카나와 일본	345858288	9.79E+12	3900	서영찬 지음	동아시아	20240904	29,800	26,820	1,490점	3420	인문학
501	국내도서	2024 시대에듀 투자자산운용사 실제유형 모의고사 + 특별부록 PASSCODE Premium ver 7.0	344759984	9.79E+12	13320	유창호 지음	시대에듀(시대고시기획)	20240805	55,000	49,500	2,750점	6865	수험서/자격증
502	국내도서	소나기	344689756	9.79E+12	77810	피도크 지음	포레스트북스	20240814	16,800	15,120	840점	5735	유아
503	국내도서	백년 목 2 : 치료편	343263391	9.79E+12	3510	정선근 지음	언탱글링	20240724	22,000	19,800	1,100점	15388	건강/취미
504	국내도서	2025 전한길 한국사 합격생 필기노트 (스프링)	340094664	9.79E+12	13910	전한길 지음	메가스터디교육(공무원)	20240605	15,000	13,500	150점	17113	수험서/자격증
505	국내도서	원페이지 교육학 기본서 하	339761059	9.79E+12	13370	Dave 지음	새벽노을	20240422	40,000	38,000	2,000점	12484	수험서/자격증
506	국내도서	15소년 표류기	332298884	9.79E+12	73860	쥘 베른 지음, 아시베 다쿠 엮음, 마루타니 토모히로 그림, 양수현 옮김, 요코야마 요우코	은하수미디어	20240115	7,500	6,750	370점	6069	어린이
507	국내도서	삼체 1부 : 삼체문제	289126579	9.79E+12	4820	류츠신 지음, 이현아 옮김	자음과모음	20220215	17,000	15,300	850점	22854	소설/시/희곡
508	국내도서	전설로 떠나는 월가의 영웅	276636094	9.79E+12	13320	피터 린치.존 로스차일드 지음, 이건 옮김, 홍진채 감수	국일증권경제연구소	20210730	26,000	23,400	1,300점	37739	경제경영
509	국내도서	2025 심슨 구문 300제	345963976	9.79E+12	13740	심우철 지음	심슨북스	20240903	18,000	16,200	900점	6310	수험서/자격증
510	국내도서	흐릿한 나를 견디는 법	345309795	9.79E+12	3810	쑥 지음	빅피시	20240904	17,500	15,750	870점	7270	에세이
511	국내도서	2025 문동균 한국사 판서노트 1/2 특강	343849942	9.79E+12	13910	문동균 지음	에스티유니타스	20240805	13,000	11,700	130점	7505	수험서/자격증
512	국내도서	한국사는 없다	343495016	9.79E+12	3910	유성운 지음	페이지2(page2)	20240805	22,000	19,800	1,100점	5728	역사
513	국내도서	몽골제국 연대기	343315156	9.79E+12	3900	라시드 앗 딘 지음, 김호동 옮김	사계절	20240823	27,000	24,300	1,350점	9357	역사
514	국내도서	나의 돈키호테	337989482	9.79E+12	3810	김호연 지음	나무옆의자	20240425	18,000	16,200	900점	41093	소설/시/희곡
515	국내도서	감정 호텔	334870409	9.79E+12	77840	리디아 브란코비치 지음, 장미란 옮김	책읽는곰	20240223	15,000	13,500	750점	25529	유아
516	국내도서	아주 희미한 빛으로도	321294005	9.79E+12	3810	최은영 지음	문학동네	20230807	16,800	15,120	840점	80448	소설/시/희곡
517	국내도서	지적 대화를 위한 넓고 얕은 지식 2	228728501	9.79E+12	3100	채사장 지음	웨일북	20200201	19,000	17,100	950점	43676	인문학
518	국내도서	2025 루나파크 일력 (스프링)	346792129	9.79E+12	810	루나(홍인혜) 지음	미디어창비	20241030	25,000	22,500	1,250점	3815	에세이
519	국내도서	의도의 힘	345359759	9.79E+12	3190	웨인 다이어 지음, 박선주 옮김	빌리버튼	20240827	22,000	19,800	1,100점	4000	자기계발
520	국내도서	감정의 이해	337998079	9.79E+12	3180	엠마 헵번 지음, 김나연 옮김	포레스트북스	20240429	16,800	15,120	840점	36792	인문학
521	국내도서	부의 추월차선 (10주년 스페셜 에디션)	287238196	9.79E+12	13320	엠제이 드마코 지음, 신소영 옮김	토트	20220204	17,500	15,750	870점	47242	경제경영
522	국내도서	드롭 더 비트	339914351	9.79E+12	73810	주봄 지음, 임나운 그림	북멘토(도서출판)	20240527	13,000	11,700	650점	3642	어린이
523	국내도서	원칙으로 수익 내는 단타의 기술	339679874	9.79E+12	3320	원정연(만쥬) 지음	길벗	20240531	22,000	19,800	1,100점	13511	경제경영
524	국내도서	2025 심슨 보카	337778122	9.79E+12	13740	심우철 지음	심슨북스	20240415	24,000	21,600	1,200점	15488	수험서/자격증
525	국내도서	강인함의 힘	336135940	9.79E+12	3190	스티브 매그니스 지음, 이주만 옮김	상상스퀘어	20240327	22,000	19,800	1,100점	27430	자기계발
526	국내도서	빨간내복야코 맞춤법 절대 안 틀리는 책 1	334498784	9.79E+12	73710	오차(이영아) 그림, 박종은 글, 샌드박스 네트워크 감수, 빨간내복야코 원작	위즈덤하우스	20240221	14,000	12,600	700점	21790	어린이
527	국내도서	당연하게도 나는 너를	312694368	9.79E+12	43810	이꽃님 지음	우리학교	20230315	13,500	12,150	670점	28185	청소년
528	국내도서	슈뻘맨의 슈퍼 상식 월드컵 1	348014335	9.79E+12	77030	슈뻘맨 원작, 김정욱 글, 이혜림 그림, 어경연 외 감수	주니어김영사	20240927	15,000	13,500	750점	6880	어린이
529	국내도서	SKY로 가는 길, 확 바뀝니다	345866589	9.79E+12	3370	최성호 지음	심야책방	20240902	18,000	16,200	900점	3185	좋은부모
530	국내도서	석가모니 인생수업	340172790	9.79E+12	3800	석가모니 지음, 김지민 엮음	하이스트	20240514	17,500	15,750	870점	15193	종교/역학
531	국내도서	키위엔 영어회화 하루 5분의 기적	305391378	9.79E+12	13740	박강준 지음	키위엔	20221205	19,500	17,550	970점	45619	외국어
532	국내도서	그리다가, 뭉클	347633289	9.79E+12	3810	이기주 지음	터닝페이지	20241002	18,500	16,650	920점	11220	에세이
533	국내도서	세뇌의 역사	344552151	9.79E+12	93180	조엘 딤스데일 지음, 임종기 옮김	에이도스	20240818	25,000	22,500	1,250점	4070	인문학
534	국내도서	블루 아카이브 오피셜 아트웍스 2 (한정판)	344472599	9.79E+12		신민섭 옮김, NEXON GAMES 감수	학산문화사(만화)	20240905	98,000	88,200	4,900점	9110	만화
535	국내도서	나에게 신경 쓰기	343850938	9.79E+12	3180	하시모토 쇼타 지음, 김슬기 옮김	유노북스	20240807	16,700	15,030	830점	5010	자기계발
536	국내도서	2025 좋은 날 일력	348267650	9.79E+12	3810	임진아 지음	위즈덤하우스	20241106	24,000	21,600	1,200점	12680	에세이
537	국내도서	백귀야행 30	343867567	9.79E+12	7830	이마 이치코 지음, 한나리 옮김	시공사(만화)	20240730	8,000	7,200	400점	10713	만화
538	국내도서	슬픔에 이름 붙이기	339291370	9.79E+12	3890	존 케닉 지음, 황유원 옮김	윌북	20240518	18,800	16,920	940점	21572	에세이
539	국내도서	최민준의 아들코칭 백과	323594792	9.79E+12	13590	최민준 지음	위즈덤하우스	20230830	18,800	16,920	940점	37116	좋은부모
540	국내도서	레버리지 (20만 부 기념 블랙에디션)	310646900	9.79E+12	13320	롭 무어 지음, 김유미 옮김	다산북스	20230215	18,000	16,200	900점	46232	자기계발
541	국내도서	결국 해내는 사람들의 원칙 (리커버 에디션)	258108880	9.79E+12	3190	앨런 피즈.바바라 피즈 지음, 이재경 옮김	반니	20201214	18,000	16,200	900점	34625	자기계발
542	국내도서	들이닥친 왕자는 2가지 다른 맛 9	346917497	9.79E+12	47830	이치노 료 지음, 이소연 옮김	서울미디어코믹스(서울문화사)	20240912	6,000	5,400	300점	2395	만화
543	국내도서	술의 배신	345965804	9.79E+12	3330	제이슨 베일 지음, 이원기 옮김	에디터	20240909	19,000	17,100	950점	4070	사회과학
544	국내도서	모니카와 케이티	345961295	9.79E+12	77840	트루디 루드위그 지음, 에비게일 마블 그림, 강빈맘 옮김	서교책방	20240910	16,700	15,030	830점	9020	어린이
545	국내도서	테러리스트 김구	344295577	9.79E+12	3300	정안기 지음	미래사	20240815	30,000	27,000	1,500점	7295	사회과학
546	국내도서	왕구리네 떡집	341084821	9.79E+12	74800	김리리 지음, 김이랑 그림	비룡소	20240612	13,000	11,700	650점	21125	어린이
547	국내도서	나를 지키는 용기	345779148	9.79E+12	3180	설경인 지음	유노라이프	20240905	16,700	15,030	830점	5850	인문학
548	국내도서	2025 해커스경찰 킹재규 경찰학 22개년 총알 기출 OX (경찰공무원)	345756279	9.79E+12	13350	김재규 지음	해커스경찰	20240830	45,000	40,500	2,250점	3960	수험서/자격증
549	국내도서	오백 년째 열다섯 3	339938409	9.79E+12	43810	김혜정 지음	위즈덤하우스	20240527	14,000	12,600	700점	17652	청소년
550	국내도서	오픽노잼	325164396	9.79E+12	13740	오픽노잼 지음	파고다	20230922	26,000	23,400	1,300점	19990	외국어
551	국내도서	괴테와의 대화 1	2146019	9.79E+12	4800	요한 페터 에커만 지음, 장희창 옮김	민음사	20080502	16,000	14,400	800점	10903	소설/시/희곡
552	국내도서	메달리스트 10	346347632	9.79E+12	7650	츠루마이카다 지음	학산문화사(만화)	20240906	6,000	5,400	300점	2455	만화
553	국내도서	2025 해커스경찰 킹재규 경찰학 핵심 SUBNOTE (서브노트) (경찰공무원)	345756911	9.79E+12	13350	김재규 지음	해커스경찰	20240830	40,000	36,000	2,000점	4355	수험서/자격증
554	국내도서	금빛 종소리	341299752	9.79E+12	3810	김하나 지음	민음사	20240621	17,000	15,300	850점	18866	에세이
555	국내도서	나, 버지니아 울프	306643771	9.79E+12	3100	수사네 쿠렌달 지음, 이상희 옮김	어크로스	20230116	9,900	8,910	490점	7171	인문학
556	국내도서	위대한 나의 발견 강점 혁명	275466211	9.79E+12	3320	갤럽 프레스 지음	청림출판	20210719	30,000	27,000	1,500점	36032	자기계발
557	국내도서	속삭이듯 사랑을 노래하다 9 (특장판)	347086508	9.79E+12	7830	유아마.타케시마 에쿠 지음	조은세상(북두)	20240926	12,000	10,800	600점	3470	만화
558	국내도서	GACHIAKUTA 7	346658927	9.79E+12	7650	케이 우라나 지음, 히데요시 안도 그림	학산문화사(만화)	20240910	6,000	5,400	300점	2945	만화
559	국내도서	하나님의 DNA	343356625	9.79E+12	3230	최상훈 지음	규장(규장문화사)	20240730	23,000	20,700	1,150점	11041	종교/역학
560	국내도서	불편한 편의점 2 (단풍 에디션)	303706448	9.79E+12	3810	김호연 지음	나무옆의자	20220810	14,000	12,600	700점	57023	소설/시/희곡
561	국내도서	우리 아기 오감발달 쿵쾅쿵쾅 공룡 사운드북	258432270	8.81E+12	1	샘 태플린 지음, 페데리카 아이오사 그림	어스본코리아	20201203	19,000	15,200	570점	3995	유아
562	국내도서	동물농장 (오리지널 초판본 표지 디자인)	245552608	9.79E+12	3840	조지 오웰 지음, 이수정 옮김, 박경서 해설	코너스톤	20200630	3,300	2,970	160점	23210	소설/시/희곡
563	국내도서	아주 작은 습관의 힘	182285146	9.79E+12	3190	제임스 클리어 지음, 이한이 옮김	비즈니스북스	20190226	16,000	14,400	800점	67738	자기계발
564	국내도서	2025 선재국어 예상 기출서 2	347967265	9.79E+12	14700	이선재, 선재국어연구소 지음	수비니겨	20241007	32,000	28,800	320점	17385	수험서/자격증
565	국내도서	2024 하반기 국민건강보험공단 NCS + 법률 봉투모의고사	345980140	9.79E+12	13320	박문각 취업연구소 지음	박문각	20240910	17,000	15,300	850점	1440	수험서/자격증
566	국내도서	살인 재능	345778874	9.79E+12	3840	피터 스완슨 지음, 신솔잎 옮김	푸른숲	20240830	17,500	15,750	870점	3340	소설/시/희곡
567	국내도서	2025 신용한 행정학 합격노트 - 전2권	345452959	9.79E+12	13350	신용한.신용한행정학연구소 지음	메가스터디교육(공무원)	20240906	29,000	26,100	290점	7565	수험서/자격증
568	국내도서	2025 이동기 영어 신경향 All In One	339012474	9.79E+12	14740	이동기 지음	에스티유니타스	20240516	30,000	27,000	300점	13448	수험서/자격증
569	국내도서	귀신들의 땅	331193234	9.79E+12	3820	천쓰홍 지음, 김태성 옮김	민음사	20231229	18,000	16,200	900점	16214	소설/시/희곡
570	국내도서	밝은 밤	275419192	9.79E+12	3810	최은영 지음	문학동네	20210727	15,500	13,950	770점	50566	소설/시/희곡
571	국내도서	어린 왕자	68534943	9.79E+12	3860	앙투안 드 생텍쥐페리 지음, 황현산 옮김	열린책들	20151020	11,800	10,620	590점	45956	소설/시/희곡
572	국내도서	시월드가 내게 집착한다 5	347642959	9.79E+12	7810	승우 지음, 한윤설 원작	영컴(YOUNG COM)	20240930	15,000	13,500	750점	3640	만화
573	국내도서	빨간내복야코 이거 완전 아사라비아 한자 1	346878723	9.79E+12	77710	최재훈 지음, 김기수 그림, 샌드박스네트워크 외 감수, 빨간내복야코 원작	서울문화사	20240924	14,000	12,600	700점	4590	어린이
574	국내도서	귀엽다는 말 들은 적 없어!! 9	346725463	9.79E+12	7830	하루후지 나카바 지음	대원씨아이(만화)	20240913	5,000	4,500	250점	3645	만화
575	국내도서	데이비드 호크니, 무엇이든 예술이 된다	345735877	9.79E+12	2650	데이비드 호크니 지음, 조은형 옮김	유엑스리뷰	20240902	32,000	28,800	1,600점	4530	예술/대중문화
576	국내도서	해커스 토익 실전 LC + RC 2 (모의고사 + 해설집)	343695327	9.79E+12	13740	해커스어학연구소 지음	해커스어학연구소(Hackers)	20240731	18,900	17,010	940점	10950	외국어
577	국내도서	최애의 아이 13	342857078	9.79E+12		아카사카 아카 지음, 요코야리 멘고 그림	대원씨아이(만화)	20240724	6,000	5,400	300점	17765	만화
578	국내도서	2025 이유진 국어 독해 알고리즘 코어 - 전2권	338648626	9.79E+12	13710	이유진 지음	메가스터디교육(공무원)	20240507	25,000	22,500	250점	12428	수험서/자격증
579	국내도서	모모	337120556	9.79E+12	43850	미하엘 엔데 지음, 한미희 옮김	비룡소	20240329	22,000	19,800	1,100점	22549	어린이
580	국내도서	Do it! 점프 투 파이썬	317941024	9.79E+12	13000	박응용 지음	이지스퍼블리싱	20230615	22,000	19,800	1,100점	24715	컴퓨터/모바일
581	국내도서	그토록 힘들던 인간관계가 술술 풀리기 시작했다	346723132	9.79E+12	3190	비치키 지음	마인드셀프	20240917	17,800	16,020	890점	5190	자기계발
582	국내도서	논리는 나의 힘	345347745	9.79E+12	3170	최훈 지음	우리학교	20240826	35,000	31,500	1,750점	4690	청소년
583	국내도서	김켈리의 신비마트 1	344720205	9.79E+12	77690	이세경 지음, 박상빈 그림, 김켈리 원작, 박제련 채색	베가북스	20240823	16,000	14,400	800점	16230	어린이
584	국내도서	진짜 기본 청소책	342936307	9.79E+12	13590	정두미(두룸) 지음	레시피팩토리	20240718	21,000	18,900	1,050점	9285	요리/살림
585	국내도서	누군가를 이토록 사랑한 적	338244352	9.79E+12	3810	이병률 지음	문학과지성사	20240424	12,000	10,800	600점	29093	소설/시/희곡
586	국내도서	기억 전달자	337103419	9.79E+12	44800	로이스 로리 지음, 장은수 옮김	비룡소	20240325	16,000	14,400	800점	55733	청소년
587	국내도서	당신은 결국 무엇이든 해내는 사람 (특별 리커버 에디션)	311005527	9.79E+12	3810	김상현 지음	필름(Feelm)	20220420	17,000	15,300	850점	38817	에세이
588	국내도서	지적 대화를 위한 넓고 얕은 지식 : 제로 편	219841523	9.79E+12	3100	채사장 지음	웨일북	20191224	23,000	20,700	1,150점	53422	인문학
589	국내도서	가족치료의 이해	136807332	9.79E+12	93180	정문자 외 지음	학지사	20180225	23,000	22,770	460점	8362	대학교재/전문서적
590	국내도서	영어 낭독 훈련 100일	346675185	9.79E+12	14740	박광희. 캐나다 교사 영낭훈 연구팀 지음	사람in	20240913	26,000	23,400	1,300점	9610	외국어
591	국내도서	나와 오기	345873259	9.79E+12	3810	유희경 지음	난다	20240901	15,000	13,500	750점	2535	에세이
592	국내도서	아홉 명의 목숨	345757469	9.79E+12	3840	피터 스완슨 지음, 노진선 옮김	문학동네	20240830	17,800	16,020	890점	2545	소설/시/희곡
593	국내도서	만일 내가 그때 내 말을 들어줬더라면	343611297	9.79E+12	3180	나종호 지음	다산북스	20240725	18,000	16,200	900점	12569	인문학
594	국내도서	이름 없는 여자의 여덟 가지 인생	343169953	9.79E+12	3840	이미리내 지음, 정해영 옮김	위즈덤하우스	20240716	18,800	16,920	940점	5790	소설/시/희곡
595	국내도서	스파이 패밀리 13	341217269	9.79E+12		엔도 타츠야 지음	학산문화사(만화)	20240625	6,000	5,400	300점	20361	만화
596	국내도서	원페이지 교육학 서브노트	339760453	9.79E+12	13370	Dave 지음	새벽노을	20240516	38,000	36,100	1,900점	10435	수험서/자격증
597	국내도서	사카모토 데이즈 8	306779243	9.79E+12		스즈키 유우토 지음	대원씨아이(만화)	20221228	6,000	5,400	300점	14753	만화
598	국내도서	쇼타 형아 5	348277965	9.79E+12	47830	나카야마 미유키 지음, 심이슬 옮김	서울미디어코믹스(서울문화사)	20240930	6,500	5,850	320점	8795	만화
599	국내도서	오! 나의 여신님 신장판 12	346455518	9.79E+12	7830	후지시마 코스케 지음	대원씨아이(만화)	20240909	15,000	13,500	750점	2285	만화
600	국내도서	사랑받고 있는 거 눈치채!	345730231	9.79E+12	3830	코노 유타카 지음, 최은지 옮김	리프	20240828	17,000	15,300	850점	3665	소설/시/희곡
601	국내도서	2025 이기적 컴퓨터활용능력 2급 실기 기본서	344513457	9.79E+12	13000	박윤정 지음	영진.com(영진닷컴)	20240814	23,000	20,700	1,150점	7895	컴퓨터/모바일
602	국내도서	마녀와의 7일	341936402	9.79E+12	3830	히가시노 게이고 지음, 양윤옥 옮김	현대문학	20240625	18,800	16,920	940점	20929	소설/시/희곡
603	국내도서	경제금융용어 700선	249222069	9.79E+12	3320	한국은행 편집부 엮음	한국은행	20200818	8,000	8,000	0점	31686	경제경영
604	국내도서	쇼타 형아 5 (특장판)	348277584	9.79E+12	44830	나카야마 미유키 지음, 심이슬 옮김	서울미디어코믹스(서울문화사)	20240930	33,000	29,700	1,650점	4385	만화
605	국내도서	나의 현재만이 나의 유일한 진실이다	345364415	9.79E+12	3160	김종원 지음	마인드셀프	20240826	18,800	16,920	940점	6955	인문학
606	국내도서	소설, 한국을 말하다	344747754	9.79E+12	3810	장강명 외 지음	은행나무	20240813	16,800	15,120	840점	6410	소설/시/희곡
607	국내도서	구름관찰자를 위한 그림책	344101210	9.79E+12	3450	개빈 프레터피니 지음, 윌리엄 그릴 그림, 김성훈 옮김	김영사	20240806	18,800	16,920	940점	7380	과학
608	국내도서	사카모토 데이즈 9	312155571	9.79E+12		스즈키 유우토 지음	대원씨아이(만화)	20230310	6,000	5,400	300점	13834	만화
609	국내도서	사카모토 데이즈 7	304935337	9.79E+12		스즈키 유우토 지음	대원씨아이(만화)	20221128	6,000	5,400	300점	15713	만화
610	국내도서	보이지 않는 친구 2	278192967	9.79E+12	4840	스티븐 크보스키 지음, 박아람 옮김	북로드	20210827	3,900	3,510	190점	5669	소설/시/희곡
611	국내도서	심리평가의 최신 흐름	204825966	9.79E+12	93180	이우경.이원혜 지음	학지사	20190830	27,000	26,730	540점	6184	대학교재/전문서적
612	국내도서	결정적 기회를 만드는 힘	344544519	9.79E+12	3320	수닐 굽타 지음, 박슬라 옮김	비즈니스북스	20240816	17,800	16,020	890점	3430	경제경영
613	국내도서	괴수 8호 5	339235541	9.79E+12		마츠모토 나오야 지음, 유유리 옮김	서울미디어코믹스(서울문화사)	20220129	6,000	5,400	300점	10941	만화
614	국내도서	사카모토 데이즈 10	316987441	9.79E+12		스즈키 유우토 지음	대원씨아이(만화)	20230530	6,000	5,400	300점	15207	만화
615	국내도서	노르웨이의 숲	115614994	9.79E+12	3830	무라카미 하루키 지음, 양억관 옮김	민음사	20170807	17,000	15,300	850점	35052	소설/시/희곡
616	국내도서	멋진 신세계	60836103	9.79E+12	3840	올더스 헉슬리 지음, 안정효 옮김	(주)태일소담출판사	20150612	13,800	12,420	690점	40838	소설/시/희곡
617	국내도서	나쁜 삶의 기술	345975327	9.79E+12	3100	로베르트 팔러 지음, 나유신 옮김	사월의책	20240910	21,000	18,900	1,050점	2910	인문학
618	국내도서	성경 2.0 신약 3 : 사도행전, 옥중서신, 목회서신	345782440	9.79E+12	7230	김종우 지음, 배광선 그림, 오광만 감수	씨엠크리에이티브(CM Creative)	20240912	18,000	16,200	900점	4820	종교/역학
619	국내도서	2025 강해준 경찰학 필기노트	345493428	9.79E+12	13350	강해준 지음	새시대	20240902	25,000	22,500	250점	5055	수험서/자격증
620	국내도서	2024 김건호 헌법 전범위 모의고사 360제	345358822	9.79E+12	13360	김건호 지음	메가스터디교육(공무원)	20240822	16,000	14,400	160점	3510	수험서/자격증
621	국내도서	우리말 표현 사전	344816450	9.79E+12	3700	조항범 지음	태학사	20240820	18,500	16,650	920점	3180	인문학
622	국내도서	바다, 어디까지 내려가 봤니?	343538782	9.79E+12	77450	자눔베르토 아치넬리 지음, 줄리아 차파로니 그림, 김여진 옮김	런치박스	20241101	25,000	22,500	1,250점	7286	유아
623	국내도서	최소한의 한국사	318885306	9.79E+12	3910	최태성 지음	프런트페이지	20230621	18,000	16,200	900점	79004	역사
624	국내도서	ETS 토익 정기시험 기출입문서 RC 리딩	284152964	9.79E+12	13740	ETS 지음	와이비엠	20211220	15,000	13,500	750점	22627	외국어
625	국내도서	오늘의 할 일	345527830	9.79E+12	77810	김동수 지음	창비	20240823	16,000	14,400	800점	3065	유아
626	국내도서	불편한 한국사	345279914	9.79E+12	3910	배기성 지음	블랙피쉬	20240822	15,500	13,950	770점	4515	역사
627	국내도서	이명의 탄생	344410063	9.79E+12	3870	페르난두 페소아 지음, 김지은 옮김	미행	20240920	18,500	16,650	920점	7080	에세이
628	국내도서	쓰게 될 것	341271860	9.79E+12	3810	최진영 지음	안온북스	20240614	16,800	15,120	840점	16870	소설/시/희곡
629	국내도서	나와 너	236544192	9.79E+12	3110	마르틴 부버 지음, 김천배 옮김	대한기독교서회	20200320	12,000	10,800	600점	12737	종교/역학
630	국내도서	비실비실 선생님 2	347739054	9.79E+12	7830	후쿠치 카미오 지음	대원씨아이(만화)	20240920	6,000	5,400	300점	4550	만화
631	국내도서	상상이 세상을 바꾸다 : 세상을 바꾼 사고실험들	346667744	9.77E+12		스켑틱 협회 편집부 지음	바다출판사	20240906	17,500	15,750	870점	4505	과학
632	국내도서	피벗의 시대 2025년 경제전망	346459304	9.79E+12	13320	김광석 지음	이든하우스	20240930	20,000	18,000	1,000점	9380	경제경영
633	국내도서	세컨더리 마인드	346254964	9.79E+12	3190	황현희.제갈현열 지음	다산북스	20240904	19,000	17,100	950점	2335	자기계발
634	국내도서	정신과 의사의 명리육아	344551099	9.79E+12	3590	양창순 지음	다산북스	20240812	19,000	17,100	950점	3480	좋은부모
635	국내도서	작약은 물속에서 더 환한데	343664772	9.79E+12	3810	이승희 지음	문학동네	20240730	12,000	10,800	600점	7528	소설/시/희곡
636	국내도서	부동산 계약 이렇게 쉬웠어?	343340121	9.79E+12	13320	송희창(송사무장) 지음	지혜로	20240725	22,000	19,800	1,100점	8576	경제경영
637	국내도서	인간은 노력하는 한 방황한다	337827982	9.79E+12	3160	김종원 지음	마인드셋	20240422	18,800	16,920	940점	12866	인문학
638	국내도서	삶을 견디는 기쁨	334062007	9.79E+12	3850	헤르만 헤세 지음, 유혜자 옮김	문예춘추사	20240228	16,800	15,120	840점	17773	에세이
639	국내도서	창조적 행위 : 존재의 방식	318623961	9.79E+12	3600	릭 루빈 지음, 정지현 옮김	코쿤북스	20230710	19,800	17,820	990점	20932	예술/대중문화
640	국내도서	불안	14350678	9.79E+12	3840	알랭 드 보통 지음, 정영목 옮김	은행나무	20111228	15,000	13,500	750점	36180	에세이
641	국내도서	유비는 왜 그랬을까 2 : 빈털털이에서 제왕의 자리에 오르다	346254583	9.79E+12	4190	천위안 지음, 정주은 옮김	리드리드출판(한국능률협회)	20241010	18,800	16,920	940점	1480	인문학
642	국내도서	2025 SO NICE 백소나 소방학개론 기출문제집	345910046	9.79E+12	13350	백소나 지음	더나은	20240829	34,000	30,600	1,700점	3865	수험서/자격증
643	국내도서	2025 심슨 독해	343615715	9.79E+12	13740	심우철 지음	심슨북스	20240726	16,000	14,400	800점	7113	수험서/자격증
644	국내도서	읽으면서 바로 써먹는 어린이 감정 표현	338508122	9.79E+12	73710	한날 지음	파란정원	20240505	13,000	11,700	650점	17778	어린이
645	국내도서	삼국지 원전 완역판 세트 - 전10권	234135451	9.79E+12	4830	요시카와 에이지 엮음, 바른번역 옮김, 나관중 원작	코너스톤	20200309	22,000	19,800	1,100점	24271	소설/시/희곡
646	국내도서	허무감에 압도될 때, 지혜문학	347767362	9.79E+12	4300	김학철 지음	21세기북스	20240927	18,800	16,920	940점	7230	인문학
647	국내도서	사라진 근대사 100장면 1 : 몰락의 시대	346107460	9.79E+12	3910	박종인 지음	와이즈맵	20240915	19,800	17,820	990점	5175	역사
648	국내도서	존재와 무	345910183	9.79E+12	94160	장 폴 사르트르 지음, 변광배 옮김	민음사	20240830	44,000	39,600	2,200점	3975	인문학
649	국내도서	숙론	339154720	9.79E+12	3330	최재천 지음	김영사	20240510	18,000	16,200	900점	26344	인문학
650	국내도서	2025 에듀윌 사회복지사 1급 단원별 기출문제집	339153665	9.79E+12	13330	손용근 지음	에듀윌	20240510	29,000	26,100	1,450점	12384	수험서/자격증
651	국내도서	일인칭 가난	329562607	9.79E+12	3300	안온 지음	마티	20231124	14,000	12,600	700점	15168	인문학
652	국내도서	사카모토 데이즈 11	319149599	9.79E+12		스즈키 유우토 지음	대원씨아이(만화)	20230628	6,000	5,400	300점	14375	만화
653	국내도서	햇빛초 대나무 숲에 새 글이 올라왔습니다	249192080	9.79E+12	73810	황지영 지음, 백두리 그림	우리학교	20200814	14,500	13,050	720점	17294	어린이
654	국내도서	바람의 검심 어나더 스토리즈	346138964	9.79E+12	47830	와츠키 노부히로 지음	서울미디어코믹스(서울문화사)	20240903	11,000	9,900	550점	1875	만화
655	국내도서	스토리 혁명	345450816	9.79E+12	3320	현유석.정종찬.정다솔 지음	다산북스	20240821	17,000	15,300	850점	3625	경제경영
